diagnosis_type	diagnosis_code	diagnosis_description	icd9cm	icd10cm	flags
ICD9	971.9	POISONING BY UNSPECIFIED DRUG PRIMARILY AFFECTING AUTONOMIC NERVOUS SYSTEM	9719	T44991A	10000
ICD9	722.30	SCHMORL'S NODES OF UNSPECIFIED REGION	72230	M519	10000
ICD9	335.22	PROGRESSIVE BULBAR PALSY	33522	G1222	00000
ICD9	639.5	SHOCK FOLLOWING ABORTION OR ECTOPIC AND MOLAR PREGNANCIES	6395	O083	00000
ICD9	872.11	OPEN WOUND OF AURICLE, COMPLICATED	87211	S01329A	10000
ICD9	956.2	INJURY TO POSTERIOR TIBIAL NERVE	9562	S8400XA	10000
ICD9	941.43	DEEP NECROSIS OF UNDERLYING TISSUES DUE TO BURN [DEEP THIRD DEGREE] OF LIP(S), WITHOUT MENTION OF LOSS OF LIP(S)	94143	T2072XA	10000
ICD9	854.1	INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE WITH OPEN INTRACRANIAL WOUND	85410	S06890A	10111
ICD9	E924.8	ACCIDENT CAUSED BY OTHER HOT SUBSTANCE OR OBJECT	E9248	X19XXXA	10000
ICD9	385.02	TYMPANOSCLEROSIS INVOLVING TYMPANIC MEMBRANE AND EAR OSSICLES	38502	H7409	10000
ICD9	852.15	SUBARACHNOID HEMORRHAGE FOLLOWING INJURY, WITH OPEN INTRACRANIAL WOUND, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	85215	S066X7A	10111
ICD9	743.63	OTHER SPECIFIED CONGENITAL ANOMALIES OF EYELID	74363	Q103	10000
ICD9	944.45	Deep necrosis of underlying tissues due to burn [deep third degree] of palm of hand, without mention of loss of a body part	94445	T23759A	10000
ICD9	904.3	INJURY TO SAPHENOUS VEINS	9043	S85309A	10000
ICD9	961	POISONING BY OTHER ANTI-INFECTIVES	9610	T370X4A	10000
ICD9	256.31	PREMATURE MENOPAUSE	25631	E28310	10000
ICD9	840	SPRAINS AND STRAINS OF SHOULDER AND UPPER ARM	8400	S4350XA	10000
ICD9	969.01	Poisoning by Monoamine Oxidase Inhibitors	96901	T431X2A	10000
ICD9	813.50	OPEN FRACTURE OF LOWER END OF FOREARM, UNSPECIFIED	81350	S5290XB	10000
ICD9	299.00	Autistic disorder, current or active state	29900	F840	10000
ICD9	786.30	Hemoptysis, Unspecified	78630	R049	10000
ICD9	V72.5	RADIOLOGICAL EXAMINATION, NOT ELSEWHERE CLASSIFIED	V725	Z0189	10000
ICD9	392	RHEUMATIC CHOREA	3920	I020	00000
ICD9	E905.4	CENTIPEDE AND VENOMOUS MILLIPEDE (TROPICAL) BITE CAUSING POISONING AND TOXIC REACTIONS	E9054	NoDx	11000
ICD9	812.54	FRACTURE OF UNSPECIFIED CONDYLE(S) OF HUMERUS, OPEN	81254	S42476B	10000
ICD9	721.2	THORACIC SPONDYLOSIS WITHOUT MYELOPATHY	7212	M47814	10000
ICD9	057.9	VIRAL EXANTHEM, UNSPECIFIED	0579	B09	10000
ICD9	905	LATE EFFECTS OF MUSCULOSKELETAL AND CONNECTIVE TISSUE INJURIES	9050	S02111S	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S8291XD	10000
ICD9	983.2	TOXIC EFFECT OF CAUSTIC ALKALIS	9832	T543X3A	10000
ICD9	117.8	INFECTION BY DEMATIACIOUS FUNGI [PHAEHYPHOMYCOSIS]	1178	B488	10000
ICD9	945.23	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF ANKLE	94523	T25219A	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82442D	10000
ICD9	V44.50	Cystostomy Status, Unspecified	V4450	Z9350	00000
ICD9	V54.17	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF VERTEBRAE	V5417	S12451D	10000
ICD9	423.8	OTHER SPECIFIED DISEASES OF PERICARDIUM	4238	I318	10000
ICD9	358.8	OTHER SPECIFIED MYONEURAL DISORDERS	3588	G702	10000
ICD9	795.11	Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US)	79511	R87620	00000
ICD9	870.0	LACERATION OF SKIN OF EYELID AND PERIOCULAR AREA	8700	S01129A	10000
ICD9	823.21	CLOSED FRACTURE OF SHAFT OF FIBULA	82321	S82409A	10000
ICD9	966.2	POISONING BY SUCCINIMIDES	9662	T422X2A	10000
ICD9	464.2	ACUTE LARYNGOTRACHEITIS	46420	J042	00000
ICD9	988.8	TOXIC EFFECT OF OTHER SPECIFIED NOXIOUS SUBSTANCES EATEN AS FOOD	9888	T628X3A	10000
ICD9	342.91	HEMIPLEGIA, UNSPECIFIED, AFFECTING DOMINANT SIDE	34291	G8192	10000
ICD9	712.26	CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, INVOLVING LOWER LEG	71226	M11869	10000
ICD9	646.64	Infections of genitourinary tract in pregnancy, postpartum condition or complication	64664	O8629	10000
ICD9	362.42	SEROUS DETACHMENT OF RETINAL PIGMENT EPITHELIUM	36242	H35729	10000
ICD9	433.31	OCCLUSION AND STENOSIS OF MULTIPLE AND BILATERAL PRECEREBRAL ARTERIES, WITH CEREBRAL INFARCTION	43331	I6359	10000
ICD9	296.63	Bipolar I disorder, most recent episode (or current) mixed, severe, without mention of psychotic behavior	29663	F3163	00000
ICD9	617.4	ENDOMETRIOSIS OF RECTOVAGINAL SEPTUM AND VAGINA	6174	N804	00000
ICD9	941.2	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF FACE, HEAD, AND NECK	94120	T2020XA	10000
ICD9	003.24	SALMONELLA OSTEOMYELITIS	00324	A0224	00000
ICD9	557.0	ACUTE VASCULAR INSUFFICIENCY OF INTESTINE	5570	K55039	10000
ICD9	781.3	LACK OF COORDINATION	7813	R270	10000
ICD9	831.00	CLOSED DISLOCATION OF SHOULDER, UNSPECIFIED SITE	83100	S43006A	10000
ICD9	524.31	Crowding of teeth	52431	M2631	00000
ICD9	906.4	LATE EFFECT OF CRUSHING	9064	S479XXS	10000
ICD9	200.30	Marginal zone lymphoma, unspecified site, extranodal and solid organ sites	20030	C8389	10000
ICD9	668.8	OTHER COMPLICATIONS OF ANESTHESIA OR OTHER SEDATION IN LABOR AND DELIVERY	66880	O748	10000
ICD9	913.3	BLISTER OF ELBOW, FOREARM, AND WRIST, INFECTED	9133	S50329A	10111
ICD9	173.30	Unspecified Malignant Neoplasm of Skin of Other and Unspecified Parts of Face	17330	C44300	10000
ICD9	728.4	LAXITY OF LIGAMENT	7284	M2420	10000
ICD9	945.14	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF LOWER LEG	94514	T24539A	10000
ICD9	284.81	Red cell aplasia (acquired) (adult) (with thymoma)	28481	D608	10000
ICD9	379.60	Inflammation (infection) of postprocedural bleb, unspecified	37960	H5940	00000
ICD9	683	ACUTE LYMPHADENITIS	683	L049	10000
ICD9	726.64	PATELLAR TENDINITIS	72664	M7650	10000
ICD9	V15.86	Personal History of Contact with and (Suspected) Exposure to Lead	V1586	Z77011	00000
ICD9	806.04	CLOSED FRACTURE OF C(1)-C(4) LEVEL WITH OTHER SPECIFIED SPINAL CORD INJURY	80604	S12100A	10122
ICD9	200.25	BURKITT'S TUMOR OR LYMPHOMA INVOLVING LYMPH NODES OF INGUINAL REGION AND LOWER LIMB	20025	C8375	00000
ICD9	378.11	MONOCULAR EXOTROPIA	37811	H50112	10000
ICD9	646.33	Recurrent Pregnancy Loss, Antepartum Condition or Complication	64633	O2621	10000
ICD9	V58.72	AFTERCARE FOLLOWING SURGERY OF THE NERVOUS SYSTEM, NEC	V5872	Z48811	00000
ICD9	757.31	CONGENITAL ECTODERMAL DYSPLASIA	75731	Q824	00000
ICD9	979.9	POISONING BY OTHER AND UNSPECIFIED VACCINES AND BIOLOGICAL SUBSTANCES	9799	T50Z93A	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42146D	10000
ICD9	804.43	CLOSED FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH MODERATE [1-24 HOURS] LOSS OF CONSCIOUSNESS	80443	S06894A	10112
ICD9	E814.7	MOTOR VEHICLE TRAFFIC ACCIDENT INVOLVING COLLISION WITH PEDESTRIAN INJURING PEDESTRIAN	E8147	V0310XA	10000
ICD9	648.92	Other current conditions classifiable elsewhere, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication	64892	O99285	10000
ICD9	V06.5	Need for prophylactic vaccination and inoculation against Tetanus-diptheria [Td] [DT]	V065	Z23	10000
ICD9	V06.4	NEED FOR PROPHYLACTIC VACCINATION WITH MEASLES-MUMPS-RUBELLA [MMR] VACCINE	V064	Z23	10000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S79002D	10000
ICD9	581.81	NEPHROTIC SYNDROME IN DISEASES CLASSIFIED ELSEWHERE	58181	N08	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S72135D	10000
ICD9	E825.7	OTHER MOTOR VEHICLE NONTRAFFIC ACCIDENT OF OTHER AND UNSPECIFIED NATURE INJURING PEDESTRIAN	E8257	V0900XA	10000
ICD9	V62.5	LEGAL CIRCUMSTANCES	V625	Z653	10000
ICD9	206.11	CHRONIC MONOCYTIC LEUKEMIA IN REMISSION	20611	C9311	00000
ICD9	201.68	HODGKIN'S DISEASE, MIXED CELLULARITY, INVOLVING LYMPH NODES OF MULTIPLE SITES	20168	C8128	00000
ICD9	906.3	LATE EFFECT OF CONTUSION	9063	S60229S	10000
ICD9	654.13	TUMORS OF BODY OF UTERUS, ANTEPARTUM CONDITION OR COMPLICATION	65413	O3413	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62165D	10000
ICD9	616.8	OTHER SPECIFIED INFLAMMATORY DISEASES OF CERVIX, VAGINA, AND VULVA	61689	N7689	10000
ICD9	776.2	DISSEMINATED INTRAVASCULAR COAGULATION IN NEWBORN	7762	P60	00000
ICD9	288.8	OTHER SPECIFIED DISEASE OF WHITE BLOOD CELLS	2888	D7289	00000
ICD9	E019.0	Activities Involving Walking An Animal	E0190	Y93K1	00000
ICD9	524.21	Malocclusion, Angle's class I	52421	M26211	00000
ICD9	730.00	ACUTE OSTEOMYELITIS, SITE UNSPECIFIED	73000	M8620	10000
ICD9	404.12	Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease	40412	I1311	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82126D	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82292D	10000
ICD9	996.63	INFECTION AND INFLAMMATORY REACTION DUE TO NERVOUS SYSTEM DEVICE, IMPLANT, AND GRAFT	99663	T85731A	10000
ICD9	779.5	DRUG WITHDRAWAL SYNDROME IN NEWBORN	7795	P961	10000
ICD9	201.40	HODGKIN'S DISEASE, LYMPHOCYTIC-HISTIOCYTIC PREDOMINANCE, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES	20140	C8140	10000
ICD9	264.6	VITAMIN A DEFICIENCY WITH XEROPHTHALMIC SCARS OF CORNEA	2646	E506	00000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S72333D	10000
ICD9	521.89	Other specific diseases of hard tissues of teeth	52189	K0389	10000
ICD9	381.9	UNSPECIFIED EUSTACHIAN TUBE DISORDER	3819	H6990	10000
ICD9	780.95	Excessive crying of child, adolescent, or adult	78095	R4583	00000
ICD9	296.10	MANIC DISORDER, RECURRENT EPISODE, UNSPECIFIED DEGREE	29610	F3010	10000
ICD9	426.82	Long QT syndrome	42682	I4581	00000
ICD9	471.1	POLYPOID SINUS DEGENERATION	4711	J331	00000
ICD9	E950.4	SUICIDE AND SELF-INFLICTED POISONING BY OTHER SPECIFIED DRUGS AND MEDICINAL SUBSTANCES	E9504	NoDx	11000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42422D	10000
ICD9	518.6	ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS	5186	B4481	00000
ICD9	294.9	Unspecified persistent mental disorders due to conditions classified elsewhere	2949	F068	10000
ICD9	980.8	TOXIC EFFECT OF OTHER SPECIFIED ALCOHOLS	9808	T518X3A	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62638D	10000
ICD9	V78.8	SCREENING FOR OTHER DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS	V788	Z130	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82044D	10000
ICD9	715.95	OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, INVOLVING PELVIC REGION AND THIGH	71595	M169	10000
ICD9	221.1	BENIGN NEOPLASM OF VAGINA	2211	D281	00000
ICD9	756.6	ANOMALIES OF DIAPHRAGM, CONGENITAL	7566	Q790	10000
ICD9	296.89	Other and unspecified bipolar disorders	29689	F3181	10000
ICD9	203.8	OTHER IMMUNOPROLIFERATIVE NEOPLASMS	20380	C888	10000
ICD9	852.04	SUBARACHNOID HEMORRHAGE FOLLOWING INJURY, WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS AND RETURN TO PRE-EXISTING CONSCIOUS LEVEL	85204	S066X5A	10000
ICD9	961.5	POISONING BY OTHER ANTIPROTOZOAL DRUGS	9615	T373X3A	10000
ICD9	905.0	LATE EFFECT OF FRACTURE OF SKULL AND FACE BONES	9050	S0232XS	10000
ICD9	866.11	HEMATOMA OF KIDNEY, WITHOUT RUPTURE OF CAPSULE, WITH OPEN WOUND INTO CAVITY	86611	S37019A	10111
ICD9	753.29	OTHER CONGENITAL OBSTRUCTIVE DEFECTS OF RENAL PELVIS AND URETER	75329	Q6211	10000
ICD9	201.93	HODGKIN'S DISEASE, UNSPECIFIED TYPE, INVOLVING INTRA-ABDOMINAL LYMPH NODES	20193	C8193	00000
ICD9	716.15	TRAUMATIC ARTHROPATHY INVOLVING PELVIC REGION AND THIGH	71615	M12559	10000
ICD9	349.31	Accidental puncture or laceration of dura during a procedure	34931	G9741	00000
ICD9	661.20	Other and unspecified uterine inertia, unspecified as to episode of care or not applicable	66120	O622	10000
ICD9	803.72	OTHER OPEN SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH BRIEF [LESS THAN ONE HOUR] LOSS OF CONSCIOUSNESS	80372	S066X1A	10112
ICD9	988.0	TOXIC EFFECT OF FISH AND SHELLFISH EATEN AS FOOD	9880	T61771A	10000
ICD9	416.0	PRIMARY PULMONARY HYPERTENSION	4160	I270	00000
ICD9	E958.8	SUICIDE AND SELF-INFLICTED INJURY BY OTHER SPECIFIED MEANS	E9588	X838XXA	10000
ICD9	290.10	PRESENILE DEMENTIA, UNCOMPLICATED	29010	F0390	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S32464D	10000
ICD9	194.3	MALIGNANT NEOPLASM OF PITUITARY GLAND AND CRANIOPHARYNGEAL DUCT	1943	C752	10000
ICD9	203.8	OTHER IMMUNOPROLIFERATIVE NEOPLASMS	20380	C9030	10000
ICD9	646.64	Infections of genitourinary tract in pregnancy, postpartum condition or complication	64664	O8613	10000
ICD9	294.11	DEMENTIA IN CONDITIONS CLASSIFIED ELSEWHERE WITH BEHAVIORAL DISTURBANCE	29411	F0281	00000
ICD9	801.75	OPEN FRACTURE OF BASE OF SKULL WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	80175	S066X7A	10112
ICD9	V25.01	ENCOUNTER FOR GENERAL COUNSELING ON PRESCRIPTION OF ORAL CONTRACEPTIVES	V2501	Z30011	00000
ICD9	E002.1	Activities Involving Springboard and Platform Diving	E0021	Y9312	00000
ICD9	011.8	OTHER SPECIFIED PULMONARY TUBERCULOSIS	01180	A150	10000
ICD9	E932.1	ANDROGENS AND ANABOLIC CONGENERS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE	E9321	NoDx	11000
ICD9	V54.17	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF VERTEBRAE	V5417	S12500D	10000
ICD9	V72.40	Pregnancy examination or test, pregnancy unconfirmed	V7240	Z3200	00000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S49092D	10000
ICD9	258.8	OTHER SPECIFIED POLYGLANDULAR DYSFUNCTION	2588	E318	10000
ICD9	646.13	Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication	64613	O1223	10000
ICD9	030.9	LEPROSY, UNSPECIFIED	0309	A309	00000
ICD9	E015.9	Other Activities Involving Cooking and Grilling	E0159	Y93G9	00000
ICD9	995.2	Other and unspecified adverse effect of drug, medicinal and biological substance	99520	T50905A	10000
ICD9	996.02	MECHANICAL COMPLICATION DUE TO HEART VALVE PROSTHESIS	99602	T8209XA	10000
ICD9	906	LATE EFFECTS OF INJURIES TO SKIN AND SUBCUTANEOUS TISSUES	9060	S2190XS	10000
ICD9	642.41	Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition	64241	O1492	10000
ICD9	021	TULAREMIA	0210	A210	00000
ICD9	701	OTHER HYPERTROPHIC AND ATROPHIC CONDITIONS OF SKIN	7010	L940	10000
ICD9	753.4	OTHER SPECIFIED CONGENITAL ANOMALIES OF URETER	7534	Q6261	10000
ICD9	659	OTHER INDICATIONS FOR CARE OR INTERVENTION RELATED TO LABOR AND DELIVERY, NOT ELSEWHERE CLASSIFIED	65900	O611	10000
ICD9	744.8	OTHER SPECIFIED CONGENITAL ANOMALIES OF FACE AND NECK	74489	Q188	00000
ICD9	719.8	OTHER SPECIFIED DISORDERS OF JOINT	71980	M2510	10000
ICD9	345.11	GENERALIZED CONVULSIVE EPILEPSY, WITH INTRACTABLE EPILEPSY	34511	G40311	10000
ICD9	572.4	HEPATORENAL SYNDROME	5724	K767	00000
ICD9	017.24	TUBERCULOSIS OF PERIPHERAL LYMPH NODES, TUBERCLE BACILLI NOT FOUND (IN SPUTUM) BY MICROSCOPY, BUT FOUND BY BACTERIAL CULTURE	01724	A182	10000
ICD9	V87.12	Contact with and (suspected) exposure to benzene	V8712	Z77021	00000
ICD9	873.22	OPEN WOUND OF NASAL CAVITY, UNCOMPLICATED	87322	S0125XA	10000
ICD9	800.45	CLOSED FRACTURE OF VAULT OF SKULL WITH INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	80045	S020XXA	10111
ICD9	414.8	OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE	4148	I259	10000
ICD9	338.1	Acute pain	33819	R52	10000
ICD9	597.81	URETHRAL SYNDROME NOS	59781	N343	00000
ICD9	922.4	CONTUSION OF GENITAL ORGANS	9224	S30202A	10000
ICD9	997.3	RESPIRATORY COMPLICATIONS, NOT ELSEWHERE CLASSIFIED	99739	J9589	10000
ICD9	155	MALIGNANT NEOPLASM OF LIVER AND INTRAHEPATIC BILE DUCTS	1550	C220	10000
ICD9	820.31	FRACTURE OF INTERTROCHANTERIC SECTION OF FEMUR, OPEN	82031	S72146C	10000
ICD9	405.91	UNSPECIFIED RENOVASCULAR HYPERTENSION	40591	I150	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S72064D	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42411D	10000
ICD9	376.31	CONSTANT EXOPHTHALMOS	37631	H05249	10000
ICD9	289.59	OTHER DISEASES OF SPLEEN	28959	D733	10000
ICD9	604.99	OTHER ORCHITIS, EPIDIDYMITIS, AND EPIDIDYMO-ORCHITIS, WITHOUT MENTION OF ABSCESS	60499	N453	10000
ICD9	813.47	Torus Fracture of Radius and Ulna	81347	S52111A	10122
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62034D	10000
ICD9	806.15	OPEN FRACTURE OF C(5)-C(7) LEVEL WITH UNSPECIFIED SPINAL CORD INJURY	80615	S12600B	10132
ICD9	313.82	IDENTITY DISORDER OF CHILDHOOD OR ADOLESCENCE	31382	F938	10000
ICD9	371.10	CORNEAL DEPOSIT, UNSPECIFIED	37110	H18009	10000
ICD9	733.8	MALUNION AND NONUNION OF FRACTURE	73381	S4290XP	10000
ICD9	074.3	HAND, FOOT, AND MOUTH DISEASE	0743	B084	00000
ICD9	733.29	OTHER BONE CYST	73329	M8560	10000
ICD9	785.3	OTHER ABNORMAL HEART SOUNDS	7853	R012	10000
ICD9	806.4	CLOSED FRACTURE OF LUMBAR SPINE WITH SPINAL CORD INJURY	8064	S34121A	10121
ICD9	473.2	CHRONIC ETHMOIDAL SINUSITIS	4732	J322	00000
ICD9	V04.3	NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST RUBELLA ALONE	V043	Z23	10000
ICD9	868.12	INJURY TO BILE DUCT AND GALLBLADDER, WITH OPEN WOUND INTO CAVITY	86812	S31001A	10112
ICD9	952.13	T(1)-T(6) LEVEL WITH CENTRAL CORD SYNDROME	95213	S24152A	10000
ICD9	872.7	OPEN WOUND OF OTHER SPECIFIED PARTS OF EAR, COMPLICATED	87279	S098XXA	10000
ICD9	947.0	BURN OF MOUTH AND PHARYNX	9470	T280XXA	10000
ICD9	V54.15	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER LEG	V5415	S72409E	10000
ICD9	410.4	ACUTE MYOCARDIAL INFARCTION, OF OTHER INFERIOR WALL	41040	I2119	10000
ICD9	537	OTHER DISORDERS OF STOMACH AND DUODENUM	5370	K311	00000
ICD9	E029.1	Activities Involving a Spectator at An Event	E0291	Y9382	00000
ICD9	905.0	LATE EFFECT OF FRACTURE OF SKULL AND FACE BONES	9050	S02110S	10000
ICD9	569.82	ULCERATION OF INTESTINE	56982	K633	00000
ICD9	718.01	ARTICULAR CARTILAGE DISORDER INVOLVING SHOULDER REGION	71801	M24119	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62156D	10000
ICD9	647.81	Other specified infectious and parasitic diseases complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	64781	O98611	10000
ICD9	948.31	BURN [ANY DEGREE] INVOLVING 30-39 PERCENT OF BODY SURFACE WITH THIRD DEGREE BURN OF 10-19%	94831	T3231	10000
ICD9	372.1	CHRONIC CONJUNCTIVITIS	37210	H10409	10000
ICD9	250.32	Diabetes mellitus with other coma, type II or unspecified type, uncontrolled	25032	E1101	10111
ICD9	E841.3	ACCIDENT TO POWERED AIRCRAFT, OTHER AND UNSPECIFIED, INJURING OTHER OCCUPANT OF COMMERCIAL AIRCRAFT (POWERED) IN SURFACE TO SURFACE TRANSPORT	E8413	V958XXA	10000
ICD9	952.3	Sacral Spinal Cord Injury without Evidence of Spinal Bone Injury	9523	S34139A	10000
ICD9	259	OTHER ENDOCRINE DISORDERS	2590	E300	00000
ICD9	812.49	OTHER CLOSED FRACTURES OF LOWER END OF HUMERUS	81249	S42493A	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82115D	10000
ICD9	806.02	CLOSED FRACTURE OF C(1)-C(4) LEVEL WITH ANTERIOR CORD SYNDROME	80602	S12301A	10142
ICD9	808.3	OPEN FRACTURE OF PUBIS	8083	S32509B	10000
ICD9	E008.2	Activities Involving Racquet and Hand Sports	E0082	Y9373	00000
ICD9	369.01	BETTER EYE: TOTAL VISION IMPAIRMENT; LESSER EYE: TOTAL VISION IMPAIRMENT	36901	H540X55	10000
ICD9	438.83	Facial weakness as late effect of cerebrovascular disease	43883	I69992	10000
ICD9	478.70	UNSPECIFIED DISEASE OF LARYNX	47870	J387	10000
ICD9	078.5	CYTOMEGALOVIRAL DISEASE	0785	B259	10000
ICD9	V58.64	Long-Term (Current) Use of Non-Steroidal Anti-Inflammatories (Nsaid)	V5864	Z791	00000
ICD9	984.8	TOXIC EFFECT OF OTHER LEAD COMPOUNDS	9848	T560X1A	10000
ICD9	788.6	OTHER ABNORMALITY OF URINATION	78869	R39191	10000
ICD9	112.82	CANDIDAL OTITIS EXTERNA	11282	B3784	00000
ICD9	795.06	Papanicolaou smear of cervix with cytologic evidence of malignancy	79506	R87614	00000
ICD9	V13.4	PERSONAL HISTORY OF ARTHRITIS	V134	Z8739	10000
ICD9	860.1	TRAUMATIC PNEUMOTHORAX WITH OPEN WOUND INTO THORAX	8601	S21309A	10112
ICD9	790.6	OTHER ABNORMAL BLOOD CHEMISTRY	7906	R7889	10000
ICD9	V43.3	HEART VALVE REPLACED BY OTHER MEANS	V433	Z952	10000
ICD9	735.0	HALLUX VALGUS (ACQUIRED)	7350	M2010	10000
ICD9	994.6	MOTION SICKNESS	9946	T753XXA	10000
ICD9	806.30	OPEN FRACTURE OF T(1)-T(6) LEVEL WITH UNSPECIFIED SPINAL CORD INJURY	80630	S22029B	10122
ICD9	644.1	OTHER THREATENED LABOR	64410	O479	10000
ICD9	905.0	LATE EFFECT OF FRACTURE OF SKULL AND FACE BONES	9050	S0240ES	10000
ICD9	941.11	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF EAR [ANY PART]	94111	T20519A	10000
ICD9	220	BENIGN NEOPLASM OF OVARY	220	D279	10000
ICD9	895	TRAUMATIC AMPUTATION OF TOE(S) (COMPLETE) (PARTIAL)	8950	S98129A	10000
ICD9	292.89	OTHER SPECIFIED DRUG-INDUCED MENTAL DISORDERS	29289	F19281	10000
ICD9	E929	LATE EFFECTS OF ACCIDENTAL INJURY	E9290	V878XXS	10000
ICD9	941.36	FULL-THICKNESS SKIN LOSS DUE TO BURN [THIRD DEGREE NOS] OF SCALP [ANY PART]	94136	T2035XA	10000
ICD9	736.76	OTHER ACQUIRED CALCANEUS DEFORMITY	73676	M216X9	10000
ICD9	V29.0	Observation and Evaluation of Newborn for Suspected Infectious Condition	V290	Z051	10000
ICD9	897.5	TRAUMATIC AMPUTATION OF LEG(S) (COMPLETE) (PARTIAL), UNILATERAL, LEVEL NOT SPECIFIED, COMPLICATED	8975	S78929A	10000
ICD9	719.18	HEMARTHROSIS INVOLVING OTHER SPECIFIED SITES	71918	M2508	00000
ICD9	072.0	MUMPS ORCHITIS	0720	B260	00000
ICD9	528.9	OTHER AND UNSPECIFIED DISEASES OF THE ORAL SOFT TISSUES	5289	K1379	10000
ICD9	782	SYMPTOMS INVOLVING SKIN AND OTHER INTEGUMENTARY TISSUE	7820	R208	10000
ICD9	995.29	Unspecified adverse effect of other drug, medicinal and biological substance	99529	T38805A	10000
ICD9	772.10	INTRAVENTRICULAR HEMORRHAGE, UNSPECIFIED GRADE	77210	P523	10000
